12	2.0726648E-123
13	8.6266361E-97
14	2.3166587E-77
15	2.6301867E-625
16	1.5885285E-503
17	2.5516039E-414
18	6.3384258E-34
19	6.6555055E-281
20	5.7123641E-236
21	6.4788322E-192
22	1.8063042E-15
23	1.3404485E-125
24	3.9555391E-10
25	4.6424917E-081
26	2.9290146E-069
27	9.5460750E-057
28	2.3936856E-03
29	3.2316868E-02
30	3.3596744E-01
31	2.5627917E+00
32	1.5803829E+01
33	7.7926849E+01
34	3.2698423E+02
35	1.1543881E+03
36	3.5842775E+03
37	9.7650377E+03
38	2.4359144E+04
39	5.4452235E+04
40	1.1436964E+05
41	2.2026266E+05
42	4.0408708E+05
43	6.9709277E+05
44	1.1512532E+06
45	1.7871252E+06
46	2.7154481E+06
47	3.9469391E+06
48	5.5944739E+06
49	7.6480941E+06
50	1.0190916E+07
51	1.3287536E+07
52	1.6648819E+07
53	2.0872209E+07
54	2.5585937E+07
55	3.1255923E+07
56	3.6689781E+07
57	4.3072026E+07
58	1.5921873E+08
59	2.7692237E+08
60	6.5314943E+07
61	7.3410910E+07
62	8.1068544E+07
63	8.9161040E+07
64	9.8461179E+07
65	1.0596733E+08
66	1.1447787E+08
67	3.2090498E+08
68	1.3022074E+08
69	2.0234031E+08
70	1.3881527E+08
71	1.4389022E+08
72	1.5213750E+08
73	1.5886037E+08
74	1.6519551E+08
75	1.7148682E+08
76	1.7654441E+08
77	1.8188957E+08
78	1.8690421E+08
79	1.9095454E+08
80	1.9466586E+08
81	1.9801841E+08
82	2.0153215E+08
83	2.0409270E+08
84	2.0521691E+08
85	2.0687363E+08
86	2.0816311E+08
87	2.0905046E+08
88	2.0937003E+08
89	2.0883752E+08
90	2.0853891E+08
91	2.0696514E+08
92	2.0605675E+08
93	2.0383825E+08
94	2.0151831E+08
95	1.9942148E+08
96	1.9610164E+08
97	1.9252902E+08
98	1.8889562E+08
99	1.8506823E+08
100	1.8140130E+08
101	1.7668032E+08
102	1.7153946E+08
103	1.6639508E+08
104	1.6096944E+08
105	1.5506649E+08
106	1.4903028E+08
107	1.4259602E+08
108	1.3539792E+08
109	1.2822141E+08
110	1.2098572E+08
111	1.1342421E+08
112	1.0528996E+08
113	9.6987082E+07
114	8.7045485E+07
115	7.7531399E+07
116	6.7832475E+07
117	5.7895542E+07
118	4.3247057E+07
119	2.1585820E+07
120	0.0000000E+00
